Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-07300200047,9/18/2017,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240,POINT (-91.53046300000001 41.642764),52,JOHNSON,1032100,Imported Vodkas,260,DIAGEO AMERICAS,34457,Ketel One Imported Vodka,12,1000,16.5,24.75,24,594,24,6.34
INV-07241900006,9/14/2017,4901,Fareway Stores #137 / Polk City,1101 S 5th St,Polk City,50226,POINT (-93.719323 41.763876),77,POLK,1062100,Gold Rum,434,LUXCO INC,45246,Paramount Gold Rum,12,750,4,6,12,72,9,2.38
INV-07306500107,9/18/2017,3907,Smokin' Joe's #16 Tobacco and Liquor Outlet,1504 Park Ave,Muscatine,52761,POINT (-91.030569 41.442458),70,MUSCATINE,1062200,White Rum,35,BACARDI USA INC,43126,Bacardi Superior Rum,12,750,8.26,12.39,1,12.39,0.75,0.2
INV-07224400076,9/13/2017,2625,Hy-Vee Wine and Spirits #2,3301 W Kimberly Rd,Davenport,52804,,82,SCOTT,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86673,Jack Daniel's Tennessee Honey,6,1750,30.68,46.02,1,46.02,1.75,0.46
INV-07247900025,9/14/2017,3054,Mcnally's Super Valu,1026 Main,Grinnell,50112,,79,POWESHIEK,1012100,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12408,Canadian Ltd Whisky,6,1750,9.14,13.71,3,41.13,5.25,1.39
INV-07226600068,9/13/2017,2637,Hy-Vee #5 / Davenport,2351 W Locust,Davenport,52804,POINT (-90.611972 41.538207),82,SCOTT,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut Rum,12,750,7.49,11.24,12,134.88,9,2.38
INV-07242500065,9/14/2017,4405,KUM & GO #92 / ANKENY,1025 E  1st St,Ankeny,50021,POINT (-93.58166 41.731869),77,POLK,1031100,American Vodkas,434,LUXCO INC,36301,Hawkeye Vodka 80 Prf Mini,12,500,4.13,6.2,3,18.6,1.5,0.4
INV-07273400030,9/15/2017,3857,Quillins Food Ranch / Waukon,9th St SW B,Waukon,52172,,3,ALLAMAKEE,1012300,Single Malt Scotch,240,William Grant & Sons Inc,5006,Glenfiddich 12yr Special Reserve,12,750,23.48,35.22,1,34.47,0.75,0.2
INV-07230300015,9/13/2017,3723,J D Spirits Liquor,1023  9th St,Onawa,51040,POINT (-96.095845 42.025841),67,MONONA,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,4,40.52,3,0.79
INV-07264800034,9/15/2017,2550,Hy-Vee Food Store / Osceola,510 West Mclane,Osceola,50213,POINT (-93.77321 41.030569),20,CLARKE,1062500,Flavored Rum,260,DIAGEO AMERICAS,43299,Captain Morgan Coconut,12,750,8.26,12.39,4,49.56,3,0.79
INV-07224200013,9/13/2017,4135,Fareway Stores #925 / Altoona,620 SE 8th St,Altoona,50009,POINT (-93.458606 41.644082000000004),77,POLK,1062500,Flavored Rum,260,DIAGEO AMERICAS,72912,Captain Morgan Loconut Mini,12,500,4.96,7.44,12,89.28,6,1.59
INV-07229500013,9/13/2017,4201,Fareway Stores #022 / Sioux City,4040 War Eagle Dr,Sioux City,51109,POINT (-96.461706 42.49488100000001),97,WOODBURY,1031100,American Vodkas,380,Phillips Beverage,37346,Phillips Vodka,12,750,3.57,5.36,12,64.32,9,2.38
INV-07331900012,9/19/2017,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,9.06,13.59,1,13.59,0.5,0.13
INV-07262500038,9/15/2017,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11788,Black Velvet,6,1750,10.45,15.68,18,282.24,31.5,8.32
INV-07303800028,9/18/2017,4580,Smokin' Joe's #9 Tobacco and Liquor Outlet,304 W. Madison,Washington,52353,POINT (-91.694639 41.296493),92,WASHINGTON,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25604,Seagrams 7 Crown Bl Whiskey,24,375,3.5,5.25,2,10.5,0.75,0.2
INV-07242100017,9/14/2017,4083,Fareway Stores #909 / Ankeny,109 SE Oralabor Rd,Ankeny,50021,POINT (-93.59949600000002 41.702811),77,POLK,1081500,Triple Sec,434,LUXCO INC,86506,Paramount Triple Sec,12,750,3.42,5.13,12,61.56,9,2.38
INV-07311800008,9/18/2017,4418,KUM & GO #46 / WALNUT,1709 Antique City Dr,Walnut,51577,POINT (-95.222087 41.494138),78,POTTAWATTA,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75208,Kinky Liqueur Mini,6,500,4.84,7.26,2,14.52,1,0.26
INV-07259200117,9/14/2017,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49186,Remy Martin VSOP,12,750,23.48,35.22,2,67.44,1.5,0.4
INV-07244100035,9/14/2017,5034,Liquor Tobacco & Groceries,18 N Monroe Ave,Mason City,50401,POINT (-93.208614 43.152301),17,CERRO GORD,1022100,Mixto Tequila,395,PROXIMO,89199,Jose Cuervo Especial Reposado Square,12,375,5.5,8.25,12,99,4.5,1.19
INV-07225900113,9/13/2017,2614,Hy-Vee #3 Food and Drugstore,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal Canadian Whisky,24,375,8,12,3,36,1.12,0.3
INV-07244700041,9/14/2017,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1081100,Coffee Liqueurs,434,LUXCO INC,72816,Caffe Lolita Coffee Liqueur,12,750,5,7.5,4,30,3,0.79
INV-07325300057,9/19/2017,3926,Liquor Downtown / Iowa City,315 S Gilbert St,Iowa City,52240,POINT (-91.530181 41.657654),52,JOHNSON,1031200,American Flavored Vodka,205,E & J Gallo Winery,39918,New Amsterdam Apple Vodka,12,750,7.5,11.25,12,135,9,2.38
INV-07278400006,9/15/2017,3728,Brewski's Beverage,726 Creek Top,Council Bluffs,51503,POINT (-95.854809 41.262316),78,POTTAWATTA,1011100,Blended Whiskies,297,Laird & Company,23823,Five Star,48,200,1.31,1.97,48,94.56,9.6,2.54
INV-07289800045,9/18/2017,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205,POINT (-91.29083400000002 42.108203),53,JONES,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Spiced Rum,24,375,5,7.5,5,37.5,1.88,0.5
INV-07298700024,9/18/2017,5361,Liquorland,624 Angular St.,Burlington,52601,POINT (-91.107638 40.802397),29,DES MOINES,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26823,Jack Daniels Old #7 Black Lbl,48,200,4.23,6.35,5,31.75,1,0.26
INV-07289800036,9/18/2017,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205,POINT (-91.29083400000002 42.108203),53,JONES,1031200,American Flavored Vodka,205,E & J Gallo Winery,40593,New Amsterdam Peach,24,375,3.5,5.25,1,5.25,0.38,0.1
INV-07303400145,9/18/2017,5470,Super Saver Liquor of Muscatine,1510 A Isett Ave,Muscatine,52761,POINT (-91.042755 41.440327),70,MUSCATINE,1052100,Imported Brandies,389,REMY COINTREAU USA INC,66296,Remy Martin V,6,750,16.83,25.25,2,50.5,1.5,0.4
INV-07221700003,9/13/2017,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65256,Jagermeister Liqueur,12,750,12.45,18.68,12,216.96,9,2.38
INV-07239600092,9/14/2017,4988,Happy's Wine & Spirits,5925 University Ave,Cedar Falls,50613,POINT (-92.429331 42.512766),7,BLACK HAWK,1062500,Flavored Rum,35,BACARDI USA INC,43345,Bacardi Tangerine DISCO,12,1000,9.49,14.24,3,42.72,3,0.79
INV-07263900081,9/15/2017,2626,Hy-Vee Drugstore / University / DSM,4100 University Ave,Des Moines,50311,POINT (-93.673222 41.600361),77,POLK,1051100,American Brandies,115,CONSTELLATION BRANDS INC,56196,Paul Masson Peach Grande Amber Brandy,12,750,6.29,9.44,4,37.76,3,0.79
INV-07321100014,9/19/2017,4487,Casey's General Store #2787 / Cedar Rapids,1661 32nd St NE,Cedar Rapids,52402,POINT (-91.662119 42.010447),57,LINN,1062200,White Rum,35,BACARDI USA INC,43126,Bacardi Superior Rum,12,750,8.26,12.39,12,148.68,9,2.38
INV-07320400003,9/19/2017,5094,Casey's General Store #2778 / Cedar,"201, 8th Ave SE",Cedar Rapids,52401,POINT (-91.662348 41.973003),57,LINN,1031100,American Vodkas,300,McCormick Distilling Co.,36904,Mccormick Vodka Pet,24,375,1.8,2.7,192,518.4,72,19.02
INV-07286200034,9/18/2017,4285,Fareway Stores #922 / New Hampton,102 S Water Ave,New Hampton,50659,POINT (-92.312904 43.058019),19,CHICKASAW,1022100,Mixto Tequila,395,PROXIMO,87408,Jose Cuervo Especial Silver,12,750,11.07,16.61,3,49.83,2.25,0.59
INV-07289800063,9/18/2017,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205,POINT (-91.29083400000002 42.108203),53,JONES,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11776,Black Velvet,12,750,5.23,7.85,3,23.55,2.25,0.59
INV-07319900037,9/19/2017,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1031200,American Flavored Vodka,259,Heaven Hill Brands,40327,Deep Eddy Ruby Red,12,750,9,13.5,24,324,18,4.76
INV-07312600101,9/18/2017,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501,POINT (-95.879662 41.261925),78,POTTAWATTA,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11774,Black Velvet,24,375,3.07,4.61,8,36.88,3,0.79
INV-07239600053,9/14/2017,4988,Happy's Wine & Spirits,5925 University Ave,Cedar Falls,50613,POINT (-92.429331 42.512766),7,BLACK HAWK,1082000,Imported Cordials & Liqueurs,259,Heaven Hill Brands,65191,Hpnotiq Mini,8,600,12.44,18.66,1,18.66,0.6,0.16
INV-07252800073,9/14/2017,2544,Hy-Vee Food Store / Marshalltown,802 South Center,Marshalltown,50158,POINT (-92.912817 42.039205),64,MARSHALL,1062200,White Rum,434,LUXCO INC,45275,Paramount White Rum Traveler,12,750,4,6,12,72,9,2.38
INV-07219400088,9/13/2017,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010,POINT (-93.618911 42.022854),85,STORY,1031200,American Flavored Vodka,380,Phillips Beverage,41653,Uv Citruv (citrus) Vodka DISCO,12,750,6.5,9.75,2,19.5,1.5,0.4
INV-07333500011,9/19/2017,2843,CVS Pharmacy #8526 / Cedar Rapids,4116 Center Pointe Rd,Cedar Rapids,52402,POINT (-91.665139 42.020729),57,LINN,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19,28.5,6,166.62,10.5,2.77
INV-07220500025,9/13/2017,4575,Casey's General Store #2304 / Slater,200 6th Ave,Slater,50244,,85,STORY,1062400,Spiced Rum,260,DIAGEO AMERICAS,43336,Captain Morgan Original Spiced,12,750,9.06,13.59,12,163.08,9,2.38
INV-07281800029,9/15/2017,4797,Walgreens #05362 / Des Moines,1330 E University Ave,Des Moines,50316,POINT (-93.601331 41.600612),77,POLK,1022100,Mixto Tequila,395,PROXIMO,89196,Jose Cuervo Especial Reposado Tequila,12,750,11.07,16.61,12,199.32,9,2.38
INV-07293800020,9/18/2017,5295,Yesway Store # 10023/ Waterloo,117 San Marnan Dr E,Waterloo,50702,POINT (-92.355753 42.457847),7,BLACK HAWK,1031100,American Vodkas,434,LUXCO INC,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9,2.38
INV-07299200010,9/18/2017,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601,POINT (-91.136655 40.814666),29,DES MOINES,1032100,Imported Vodkas,370,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80 Prf,12,750,11.49,17.24,24,413.76,18,4.76
INV-07259200023,9/14/2017,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1081400,American Schnapps,380,Phillips Beverage,83363,Ice Hole Butterscotch Schnapps,12,750,5.15,7.73,2,15.46,1.5,0.4
INV-07316700024,9/19/2017,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65257,Jagermeister Liqueur,12,1000,15.96,23.94,60,1398.6,60,15.85
INV-07299600020,9/18/2017,4698,Quality Quick Stop,201 W Burlington Ave,Fairfield,52556,POINT (-91.965379 41.006639),51,JEFFERSON,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30,45,2,89.16,6,1.59
INV-07255000021,9/14/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1081300,American Cordials & Liqueur,65,Jim Beam Brands,73596,Dekuyper Michigan Cherry,12,750,6.47,9.71,3,29.13,2.25,0.59
INV-07291300097,9/18/2017,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 Collins Road NE,Cedar Rapids,52402,POINT (-91.630677 42.027805),57,LINN,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77647,Smirnoff Citrus,12,750,8.25,12.38,2,24.76,1.5,0.4
INV-07315500076,9/18/2017,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
INV-07283000053,9/15/2017,4073,"Uptown Liquor, Llc",306 Hwy 69 South,Forest City,50436,POINT (-93.633306 43.261538),95,WINNEBAGO,1071100,Cocktails /RTD,395,PROXIMO,58872,Jose Cuervo Authentic Light Margarita Lime,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-07267200001,9/15/2017,4024,Wal-Mart 1546 / Iowa Falls,840 S Oak,Iowa Falls,50126,POINT (-93.262446 42.503407),42,HARDIN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,161.64,9,2.38
INV-07254600001,9/14/2017,4810,Kum & Go #518 / Ankeny,3603 NE Otterview Circle,Ankeny,50021,POINT (-93.572458 41.760989),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,9.64,14.46,108,1561.68,81,21.4
INV-07314700029,9/18/2017,4891,Schottsy's Liquor,109 5th St,Sibley,51249,POINT (-95.759943 43.403935),72,OSCEOLA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whisky,24,375,5.33,8,24,192,9,2.38
INV-07258100003,9/14/2017,4518,Casey's General Store #2824 / WDM,6630 Mills Civic Parkway,West Des Moines,50266,POINT (-93.799283 41.561791),77,POLK,1031100,American Vodkas,297,Laird & Company,35916,Five O'clock Vodka,12,750,3.37,5.06,12,60.72,9,2.38
INV-07244700160,9/14/2017,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1031100,American Vodkas,260,DIAGEO AMERICAS,37991,Smirnoff 80prf Mini,12,500,7.47,11.21,4,44.84,2,0.53
INV-07262000026,9/14/2017,4190,Fareway Stores #888 / Jefferson,1207 N Elm St,Jefferson,50129,POINT (-94.377667 42.026833),37,GREENE,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67526,Kahlua Coffee Liqueur,12,750,12.49,18.74,6,107.94,4.5,1.19
INV-07271400038,9/15/2017,4947,The Music Station,1420 W First St,Cedar Falls,50647,POINT (-92.462826 42.537839),7,Black Hawk,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,27390,Jim Beam Maple Mini,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-07338700002,9/19/2017,4107,Fareway Stores #384 / Boone,1711 Hawkeye Dr,Boone,50036,POINT (-93.867439 42.037347),8,BOONE,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut Rum,12,750,7.49,11.24,12,134.88,9,2.38
INV-07264100013,9/15/2017,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,,77,Polk,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11786,Black Velvet Traveler,12,750,5.23,7.85,12,94.2,9,2.38
INV-07326200009,9/19/2017,5359,Fareway Stores # 168/ Peosta,8400 NICC Drive,Peosta,52068,,31,DUBUQUE,1701100,Temporary & Specialty Packages,260,DIAGEO AMERICAS,77956,"Smirnoff Red, White & Berry",12,750,8.25,12.38,3,37.14,2.25,0.59
INV-07323500031,9/19/2017,5286,Sauce,"108, College",Iowa City,52240,,52,JOHNSON,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Lbl,12,750,15.57,23.36,3,70.08,2.25,0.59
INV-07294700013,9/18/2017,4166,Jesup Food Center,1314  7th St,Jesup,50648,POINT (-92.062259 42.469327),10,BUCHANAN,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,4,49.52,3,0.79
INV-07240500023,9/14/2017,4731,Walgreens #05060 / Clive,12753 University Ave,Clive,50325,POINT (-93.793613 41.600487),77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,38008,Smirnoff PET 80prf,6,1750,14.75,22.13,6,132.78,10.5,2.77
INV-07325200081,9/19/2017,5402,City Liquor,425 S Gilbert Street,Iowa City,52240,POINT (-91.530225 41.656031),52,JOHNSON,1082200,Imported Schnapps,260,DIAGEO AMERICAS,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,15.84,23.76,2,47.26,2,0.53
INV-07319900056,9/19/2017,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11297,Crown Royal Canadian Whisky,12,1000,18.89,28.34,12,340.08,12,3.17
INV-07247400014,9/14/2017,5196,The Depot Coralville,100 E  OAKDALE BLVD,Coralville,52241,POINT (-91.561876 41.701512),52,JOHNSON,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,2,17.34,1.5,0.4
INV-07293600093,9/18/2017,2643,Hy-Vee Wine and Spirits / Waterloo,2126 Kimball Ave,Waterloo,50701,,7,BLACK HAWK,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,33467,Absolut Lime,12,750,11.49,17.24,3,51.72,2.25,0.59
INV-07323400015,9/19/2017,3565,Hartig Drug Store #10,701 Mormon Trek Blvd,Iowa City,52246,POINT (-91.574025 41.651984),52,JOHNSON,1062400,Spiced Rum,259,Heaven Hill Brands,43022,Admiral Nelson Spiced Rum Mini,12,500,3.78,5.67,12,68.04,6,1.59
INV-07334200034,9/19/2017,4637,Kwik Shop #560 / Cedar Rapids,3301 J St,Cedar Rapids,52404,POINT (-91.666812 41.944676),57,LINN,1051100,American Brandies,205,E & J Gallo Winery,52594,E & J Vs Brandy,24,375,3.49,5.24,24,125.76,9,2.38
INV-07327000032,9/19/2017,3632,Wal-Mart 2004 / Dubuque,4200 Dodge St,Dubuque,52003,POINT (-90.736955 42.489041),31,DUBUQUE,1071100,Cocktails /RTD,395,PROXIMO,58872,Jose Cuervo Authentic Light Margarita Lime,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-07294100006,9/18/2017,3740,Hometown Foods / Waterloo,1010 E Mitchell Ave,Waterloo,50702,POINT (-92.343118 42.476639),7,BLACK HAWK,1041100,American Dry Gins,259,Heaven Hill Brands,29566,Burnett's Gin London Dry,12,750,5.38,8.07,12,96.84,9,2.38
INV-07279600013,9/15/2017,2445,Ruback's Food Center,504 South Highway,Oakland,51560,,78,POTTAWATTA,1081400,American Schnapps,65,Jim Beam Brands,82786,Dekuyper Buttershots,12,750,6.47,9.71,2,19.42,1.5,0.4
INV-07256300031,9/14/2017,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312,POINT (-93.664182 41.586319),77,POLK,1062500,Flavored Rum,91,Castle Brands,42566,Gosling's Black Seal,12,750,9.51,14.27,12,171.24,9,2.38
INV-07264600023,9/15/2017,4260,Fareway Stores #699 / Osceola,215 S Main St,Osceola,50213,POINT (-93.765695 41.032474),20,CLARKE,1032100,Imported Vodkas,260,DIAGEO AMERICAS,34456,Ketel One Imported Vodka,12,750,12.5,18.75,24,450,18,4.76
INV-07241400010,9/14/2017,4375,Kum & Go #237 / Grimes,801 N 1st St,Grimes,50111,POINT (-94.498753 41.680108),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19061,Jim Beam Mini,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-07328500133,9/19/2017,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49189,Remy Martin VSOP,24,200,6.48,9.72,24,221.76,4.8,1.27
INV-07220600099,9/13/2017,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,,77,POLK,1012200,Scotch Whiskies,266,Edrington Group USA LLC,4796,Cutty Sark Scotch,12,750,10.02,15.03,2,30.06,1.5,0.4
INV-07306500020,9/18/2017,3907,Smokin' Joe's #16 Tobacco and Liquor Outlet,1504 Park Ave,Muscatine,52761,POINT (-91.030569 41.442458),70,MUSCATINE,1031100,American Vodkas,297,Laird & Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77
INV-07220600036,9/13/2017,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,,77,POLK,1011300,Single Barrel Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18350,Four Roses Single Barrel,6,750,20.17,30.26,6,181.56,4.5,1.19
INV-07247200037,9/14/2017,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1082000,Imported Cordials & Liqueurs,389,REMY COINTREAU USA INC,64776,Cointreau Liqueur,12,750,19.99,29.99,12,359.88,9,2.38
INV-07243800025,9/14/2017,2515,Hy-Vee Food Store #1 / Mason City,2400 4th St SW,Mason City,50401,POINT (-93.23551 43.149557),17,CERRO GORD,1042100,Imported Dry Gins,260,DIAGEO AMERICAS,28866,Tanqueray Gin,12,750,13,19.5,3,58.5,2.25,0.59
INV-07272200002,9/15/2017,3717,The Liquor Stop / Sumner,201 W 1st St,Sumner,50674,POINT (-92.09922100000001 42.847479),9,BREMER,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57148,Chi-Chi's Margarita W/tequila,6,1750,6.5,9.75,6,58.5,10.5,2.77
INV-07313300028,9/18/2017,5077,Wal-Mart 3150 / Council Bluffs,1800 N 16th St,Council Bluffs,51501,POINT (-95.867459 41.27737),78,POTTAWATTA,1031100,American Vodkas,260,DIAGEO AMERICAS,37998,Smirnoff 80prf,6,1750,14.75,22.13,6,132.78,10.5,2.77
INV-07293000021,9/18/2017,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702,POINT (-92.353103 42.456374),7,BLACK HAWK,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,5289,J & B Rare Scotch,12,1000,14.98,22.47,12,269.64,12,3.17
INV-07317200016,9/19/2017,4361,Quik Trip #538 / NW 2nd / DSM,4575 NW 2nd,Des Moines,50313,POINT (-93.619906 41.643664),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26824,Jack Daniels Old #7 Black Lbl Square,24,375,7.5,11.25,12,135,4.5,1.19
INV-07220600097,9/13/2017,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,,77,POLK,1082000,Imported Cordials & Liqueurs,461,Skyy Spirits Inc,64996,Frangelico Liqueur,12,750,14.5,21.75,4,87,3,0.79
INV-07242100001,9/14/2017,4083,Fareway Stores #909 / Ankeny,109 SE Oralabor Rd,Ankeny,50021,POINT (-93.59949600000002 41.702811),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11296,Crown Royal,12,750,15.59,23.39,12,280.68,9,2.38
INV-07338100003,9/19/2017,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876159 42.06479800000001),8,BOONE,1091200,Neutral Grain Spirits,434,LUXCO INC,41846,Everclear Alcohol,12,750,9,13.5,48,648,36,9.51
INV-07239100032,9/14/2017,2106,Hillstreet News and Tobacco,2217 College,Cedar Falls,50613,POINT (-92.455796 42.517182),7,BLACK HAWK,1031200,American Flavored Vodka,434,LUXCO INC,34702,Pearl Pomegranate Vodka,12,750,7,10.5,12,126,9,2.38
INV-07298200007,9/18/2017,4898,Burlington Shell,"130, S Roosevelt Ave",Burlington,52601,POINT (-91.140986 40.808239),29,DES MOINES,1031100,American Vodkas,297,Laird & Company,35926,Five O'clock PET Vodka,12,750,3.37,5.06,12,60.72,9,2.38
INV-07293000060,9/18/2017,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702,POINT (-92.353103 42.456374),7,BLACK HAWK,1022200,100% Agave Tequila,395,PROXIMO,87510,1800 Silver Tequila,12,750,15.46,23.19,12,278.28,9,2.38
INV-07291300049,9/18/2017,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 Collins Road NE,Cedar Rapids,52402,POINT (-91.630677 42.027805),57,LINN,1032200,Imported Flavored Vodka,65,Jim Beam Brands,35780,Pinnacle Cake Vodka,12,750,7.35,11.03,3,33.09,2.25,0.59
INV-07221700028,9/13/2017,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1082000,Imported Cordials & Liqueurs,130,DISARONNO INTERNATIONAL,64136,Disaronno Amaretto,12,750,13.86,20.79,3,62.37,2.25,0.59
INV-07289000131,9/18/2017,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1051100,American Brandies,115,CONSTELLATION BRANDS INC,53206,Paul Masson Vsop Grande Amber Brandy,12,750,6.6,9.9,12,118.8,9,2.38
INV-07287700038,9/18/2017,4599,Quik Trip #500 / Hubbell DM,3700 Hubbell Ave,Des Moines,50317,,77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86884,Southern Comfort,24,375,4.78,7.17,12,86.04,4.5,1.19
